seq_id,start,end,strand,gene
BS2_hap1_chr7,4339355,4341636,-,DAA2.2G
BS2_hap1_chr7,4387775,4390417,-,DAA2.3G
BS2_hap1_chr7,4280250,4282271,-,DAB2.1G
BS2_hap1_chr7,4291802,4294167,-,DAA2.1G
BS2_hap1_chr7,4326302,4335357,-,DAB2.2G
BS2_hap1_chr7,4365342,4367326,-,DAB2.3G
BS3_hap1_chr7,4272594,4274717,-,DBA2.1ψG
BS3_hap1_chr7,4275165,4278497,+,DBB2.1G
BS3_hap1_chr7,4344166,4347044,-,DAA2.2G
BS3_hap1_chr7,4298897,4300901,-,DAB2.1G
BS3_hap1_chr7,4309843,4312687,-,DAA2.1G
BS3_hap1_chr7,4335933,4338183,-,DAB2.2G
BS1_hap2_chr7,4159753,4161936,-,DBA2.1ψG
BS1_hap2_chr7,4162384,4165725,+,DBB2.1G
BS1_hap2_chr7,4190127,4192130,-,DAA2.1G
BS1_hap2_chr7,4225425,4228025,-,DAA2.2G
BS1_hap2_chr7,4181300,4186581,-,DAB2.1G
BS1_hap2_chr7,4215546,4217600,-,DAB2.2G
BS2_hap2_chr7,4054878,4057002,-,DBA2.1ψG
BS2_hap2_chr7,4057450,4060458,+,DBB2.1NullG
BS2_hap2_chr7,4112784,4114792,-,DAB2.2G
BS2_hap2_chr7,3984519,3986849,-,DBA2.2G
BS2_hap2_chr7,3987123,3989900,+,DBB2.2G
BS2_hap2_chr7,4082318,4084322,-,DAB2.1G
BS2_hap2_chr7,4093266,4093939,-,DAA2.1NullG
BS2_hap2_chr7,4129000,4133618,-,DAA2.2G
BS3_hap2_chr7,3966266,3968397,-,DBA2.1ψG
BS3_hap2_chr7,3968845,3971859,+,DBB2.1G
BS3_hap2_chr7,3987996,3993283,-,DAB2.1G
BS3_hap2_chr7,3997280,3999561,-,DAA2.1G
BS3_hap2_chr7,4032193,4034858,-,DAA2.2G
BS3_hap2_chr7,4022314,4024368,-,DAB2.2G
BS4_hap1_chr7,4645296,4647430,-,DBA2.1ψG
BS4_hap1_chr7,4647878,4650928,+,DBB2.1G
BS4_hap1_chr7,4666802,4672089,-,DAB2.1G
BS4_hap1_chr7,4676104,4678379,-,DAA2.1G
BS4_hap1_chr7,4700901,4702955,-,DAB2.2G
BS4_hap1_chr7,4711371,4714178,-,DAA2.2G
BS5_hap1_chr7,4086125,4087934,-,DBA2.1ψG
BS5_hap1_chr7,4088382,4091430,+,DBB2.1G
BS5_hap1_chr7,4109720,4119587,-,DAB2.1G
BS5_hap1_chr7,4123562,4125839,-,DAA2.1G
BS6_hap1_chr7,4088782,4090917,-,DBA2.1ψG
BS6_hap1_chr7,4091365,4094413,+,DBB2.1G
BS6_hap1_chr7,4137168,4139183,-,DAB2.1G
BS6_hap1_chr7,4164886,4167136,-,DAB2.2G
BS6_hap1_chr7,4173111,4176006,-,DAA2.2G
BS6_hap1_chr7,4142646,4145480,-,DAA2.1G
BS4_hap2_chr7,4288212,4290392,-,DBA2.1ψG
BS4_hap2_chr7,4290840,4293884,+,DBB2.1G
BS4_hap2_chr7,4312292,4314307,-,DAB2.1G
BS4_hap2_chr7,4355048,4357066,-,DAB2.2G
BS4_hap2_chr7,4331327,4332082,-,DAA2.1NullG
BS4_hap2_chr7,4359921,4367609,-,DAA2.2G
BS5_hap2_chr7,4012806,4014945,-,DBA2.1ψG
BS5_hap2_chr7,4015393,4018443,+,DBB2.1G
BS5_hap2_chr7,4034769,4036790,-,DAB2.1G
BS5_hap2_chr7,4046328,4048693,-,DAA2.1G
BS5_hap2_chr7,4079667,4084954,-,DAB2.2G
BS5_hap2_chr7,4088951,4091244,-,DAA2.2G
BS5_hap2_chr7,4114030,4116084,-,DAB2.3G
BS5_hap2_chr7,4123909,4126506,-,DAA2.3G
BS6_hap2_chr7,4115376,4117527,-,DBA2.1ψG
BS6_hap2_chr7,4117975,4121024,+,DBB2.1G
BS6_hap2_chr7,4134134,4136152,-,DAB2.1G
BS6_hap2_chr7,4163785,4165528,-,DAB2.2G
BS6_hap2_chr7,4172077,4174889,-,DAA2.2G
BS6_hap2_chr7,4139562,4142429,-,DAA2.1G
NSSH2_hap1_chr7,4457950,4460079,-,DBA2.1ψG
NSSH2_hap1_chr7,4460527,4463861,+,DBB2.1G
NSSH2_hap1_chr7,4485579,4487583,-,DAB2.1G
NSSH2_hap1_chr7,4496512,4499319,-,DAA2.1G
NSSH2_hap1_chr7,4518591,4520628,-,DAB2.2G
NSSH2_hap1_chr7,4528506,4531170,-,DAA2.2G
NSSH2_hap2_chr7,3538756,3540900,-,DBA2.1ψG
NSSH2_hap2_chr7,3541348,3544687,+,DBB2.1G
NSSH2_hap2_chr7,3575517,3577882,-,DAA2.1G
NSSH2_hap2_chr7,3562638,3564659,-,DAB2.1G
NSSH2_hap2_chr7,3608962,3618081,-,DAB2.2G
NSSH2_hap2_chr7,3622079,3624094,-,DAA2.2G
NSSH10_hap1_chr7,4256721,4258866,-,DBA2.1ψG
NSSH10_hap1_chr7,4259314,4262648,+,DBB2.1G
NSSH10_hap1_chr7,4408299,4410992,-,DAA2.2G
NSSH10_hap1_chr7,4283039,4286869,-,DAB2.1G
NSSH10_hap1_chr7,4297717,4317584,-,DAA2.1G
NSSH10_hap1_chr7,4393389,4402903,-,DAB2.2G
NSSH10_hap2_chr7,3999665,4001781,-,DBA2.1ψG
NSSH10_hap2_chr7,4002229,4005283,+,DBB2.1G
NSSH10_hap2_chr7,4030563,4033477,-,DAA2.1G
NSSH10_hap2_chr7,4020802,4022812,-,DAB2.1G
NSSH10_hap2_chr7,4070182,4072378,+,DAA2.2G
NSSH10_hap2_chr7,4099885,4103449,+,DAB2.2G
