seq_id,start,end,strand,gene
NSSH2_hap1_chr7,3756191,3758282,-,DBB1.1NullG
NSSH2_hap2_chr7,2786536,2788708,+,DAA1.1G
NSSH2_hap2_chr7,2793134,2795184,+,DAB1.1G
NSSH2_hap2_chr7,2831862,2834126,+,DAA1.2G
NSSH2_hap2_chr7,2837420,2839686,+,DAB1.2G
NSSH10_hap1_chr7,3437459,3439631,+,DAA1.1G
NSSH10_hap1_chr7,3444063,3446141,+,DAB1.1G
NSSH10_hap1_chr7,3482311,3484664,+,DAA1.2G
NSSH10_hap1_chr7,3488276,3490527,+,DAB1.2G
NSSH10_hap1_chr7,3517719,3519941,-,DBB1.2NullG
NSSH10_hap1_chr7,3513093,3515733,-,DBB1.1G
NSSH10_hap2_chr7,3086382,3088624,+,DAA1.1G
NSSH10_hap2_chr7,3092986,3095154,+,DAB1.1G
NSSH10_hap2_chr7,3128172,3130300,+,DAB1.2G
NSSH10_hap2_chr7,3121998,3124527,+,DAA1.2G
NSSH10_hap2_chr7,3150014,3152278,-,DBB1.1NullG
