seq_id,start,end,strand,gene
NSSH2_hap2_chr7,29703638,29705861,+,DAA4.1G
NSSH2_hap2_chr7,29720557,29722583,-,DAB4.2G
NSSH2_hap2_chr7,29707950,29711364,+,DAB4.1G
NSSH2_hap2_chr7,29727264,29733829,-,DAA4.2G
NSSH10_hap1_chr7,30353583,30359969,-,DBA4.1G
NSSH10_hap1_chr7,30360417,30363434,+,DBB4.1G
NSSH10_hap1_chr7,30382430,30384653,+,DAA4.1G
NSSH10_hap1_chr7,30386742,30390156,+,DAB4.1G
NSSH10_hap2_chr7,29661727,29664485,-,DBA4.1G
NSSH10_hap2_chr7,29664933,29667927,+,DBB4.1G
NSSH10_hap2_chr7,29687883,29690106,+,DAA4.1G
NSSH10_hap2_chr7,29765595,29771931,-,DBA4.2G
NSSH10_hap2_chr7,29772379,29775396,+,DBB4.2G
NSSH10_hap2_chr7,29799677,29801898,+,DAA4.2G
NSSH10_hap2_chr7,29804019,29805908,+,DAB4.2G
NSSH10_hap2_chr7,29692195,29695609,+,DAB4.1G
